url,source,http_status,redirect_destination,redirect_chain,canonical,robots_meta,x_robots_tag,sitemap_inclusion,title,meta_description,h1_count,h1_text,word_count,page_type,structured_data_types,structured_data_valid,inbound_internal_links,outbound_internal_links,image_count,missing_alt_count,indexability_verdict,content_action,query_parameters,audit_status,notes
https://jacked.coach/support,sitemap|known|internal:https://jacked.coach/|internal:https://jacked.coach/gym-workout-planner|internal:https://jacked.coach/fitnotes-alternative|internal:https://jacked.coach/tools|internal:https://jacked.coach/blog|internal:https://jacked.coach/workout-tracker|internal:https://jacked.coach/progressive-overload|internal:https://jacked.coach/strong-alternative|internal:https://jacked.coach/hevy-alternative|internal:https://jacked.coach/press,200,,,https://jacked.coach/support,"index, follow",,yes,Support | Jacked,"Get help with Jacked for iPhone, including workout logging, weekly muscle targets, exercise swaps, imports, privacy, and data export.",1,Support,382,site_page,SoftwareApplication|Organization|WebSite|FAQPage,yes,603,18,0,0,indexable,Improve,,audited,
https://jacked.coach/accessibility,sitemap|known|internal:https://jacked.coach/support,200,,,https://jacked.coach/accessibility,"index, follow",,yes,Accessibility | Jacked,"Accessibility information for Jacked on iPhone and iPad, including verified Dark Interface support and the current evaluation status of other features.",1,Accessibility,242,site_page,SoftwareApplication|Organization|WebSite|WebPage,yes,1,16,0,0,indexable,Improve,,audited,
https://jacked.coach/privacy,sitemap|known|internal:https://jacked.coach/|internal:https://jacked.coach/gym-workout-planner|internal:https://jacked.coach/fitnotes-alternative|internal:https://jacked.coach/tools|internal:https://jacked.coach/blog|internal:https://jacked.coach/workout-tracker|internal:https://jacked.coach/progressive-overload|internal:https://jacked.coach/strong-alternative|internal:https://jacked.coach/hevy-alternative|internal:https://jacked.coach/press|internal:https://jacked.coach/support|internal:https://jacked.coach/accessibility,200,,,https://jacked.coach/privacy,"index, follow",,yes,Privacy Policy | Jacked,"Privacy policy for Jacked, the iPhone hypertrophy workout logger and training coach.",1,Privacy Policy,330,site_page,SoftwareApplication|Organization|WebSite,yes,303,18,0,0,indexable,Improve,,audited,
https://jacked.coach/terms,sitemap|known|internal:https://jacked.coach/|internal:https://jacked.coach/gym-workout-planner|internal:https://jacked.coach/fitnotes-alternative|internal:https://jacked.coach/tools|internal:https://jacked.coach/blog|internal:https://jacked.coach/workout-tracker|internal:https://jacked.coach/progressive-overload|internal:https://jacked.coach/strong-alternative|internal:https://jacked.coach/hevy-alternative|internal:https://jacked.coach/press|internal:https://jacked.coach/support|internal:https://jacked.coach/accessibility|internal:https://jacked.coach/privacy,200,,,https://jacked.coach/terms,"index, follow",,yes,Terms of Service | Jacked,"Terms of Service for Jacked, the iPhone hypertrophy workout logger and training coach.",1,Terms of Service,355,site_page,SoftwareApplication|Organization|WebSite,yes,303,18,0,0,indexable,Improve,,audited,
https://jacked.coach/about,sitemap|known|internal:https://jacked.coach/|internal:https://jacked.coach/gym-workout-planner|internal:https://jacked.coach/fitnotes-alternative|internal:https://jacked.coach/tools|internal:https://jacked.coach/blog|internal:https://jacked.coach/workout-tracker|internal:https://jacked.coach/progressive-overload|internal:https://jacked.coach/strong-alternative|internal:https://jacked.coach/hevy-alternative|internal:https://jacked.coach/press|internal:https://jacked.coach/support|internal:https://jacked.coach/accessibility|internal:https://jacked.coach/privacy|internal:https://jacked.coach/terms,200,,,https://jacked.coach/about,"index, follow",,yes,About | Jacked,"Jacked is an iPhone hypertrophy workout tracker built around fast set logging, progressive overload, Hevy import, and useful progress review.",1,Jacked is built for the actual workout.,188,site_page,SoftwareApplication|Organization|WebSite,yes,300,13,0,0,indexable,Improve,,audited,
https://jacked.coach/tools/next-set-calculator,sitemap|internal:https://jacked.coach/|internal:https://jacked.coach/tools|internal:https://jacked.coach/workout-tracker|internal:https://jacked.coach/progressive-overload,200,,,https://jacked.coach/tools/next-set-calculator,"index, follow",,yes,Next Set Calculator: What Weight Should I Lift Next? | Jacked,"Calculate your next set target from your last weight, reps, and RIR. Get a clear weight, rep target, and reason for your next workout.",1,Next Set Calculator,663,tool,SoftwareApplication|Organization|WebSite,yes,261,17,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/one-rep-max-calculator,sitemap|internal:https://jacked.coach/tools|internal:https://jacked.coach/tools/next-set-calculator,200,,,https://jacked.coach/tools/one-rep-max-calculator,"index, follow",,yes,1RM Calculator: Estimate Your One Rep Max From Reps and RIR | Jacked,"Estimate your one-rep max from weight, reps, and optional RIR. Includes percentage chart, rep maxes, and training targets.",1,1RM Calculator,555,tool,SoftwareApplication|Organization|WebSite,yes,28,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/rir-calculator,sitemap|internal:https://jacked.coach/tools|internal:https://jacked.coach/tools/next-set-calculator|internal:https://jacked.coach/tools/one-rep-max-calculator,200,,,https://jacked.coach/tools/rir-calculator,"index, follow",,yes,RIR Calculator: Convert Reps in Reserve Into Target Weight | Jacked,"Use weight, reps, and RIR to estimate your e1RM and calculate target loads for different reps and effort levels.",1,RIR Calculator,584,tool,SoftwareApplication|Organization|WebSite,yes,237,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/strength-level-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/strength-level-calculator,"index, follow",,yes,Strength Level Calculator: Compare Your Lift by Bodyweight | Jacked,"Estimate your strength level from exercise, sex, age, bodyweight, weight, reps, and RIR. See the next benchmark and what to train next.",1,Strength Level Calculator,641,tool,SoftwareApplication|Organization|WebSite,yes,10,17,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/smart-warm-up-calculator,sitemap|internal:https://jacked.coach/tools|internal:https://jacked.coach/tools/next-set-calculator|internal:https://jacked.coach/tools/rir-calculator,200,,,https://jacked.coach/tools/smart-warm-up-calculator,"index, follow",,yes,Smart Warm-Up Calculator for Lifting | Jacked,"Generate warm-up sets from your target weight, exercise type, and recent training. Built for strength and hypertrophy workouts.",1,Smart Warm-Up Calculator,520,tool,SoftwareApplication|Organization|WebSite,yes,143,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/plate-calculator,sitemap|internal:https://jacked.coach/tools|internal:https://jacked.coach/tools/next-set-calculator|internal:https://jacked.coach/tools/one-rep-max-calculator|internal:https://jacked.coach/tools/strength-level-calculator|internal:https://jacked.coach/tools/smart-warm-up-calculator,200,,,https://jacked.coach/tools/plate-calculator,"index, follow",,yes,Plate Calculator: Work Out What Plates to Load | Jacked,"Enter your target weight, bar weight, and available plates. Get exactly what to load on each side.",1,Plate Calculator,450,tool,SoftwareApplication|Organization|WebSite,yes,12,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/deload-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/deload-calculator,"index, follow",,yes,"Deload Calculator: Should You Train, Reduce Volume, or Deload? | Jacked","Answer a few training questions and get a practical recommendation: train normally, reduce volume, or deload.",1,Deload Calculator,530,tool,SoftwareApplication|Organization|WebSite,yes,50,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/exercise-swap-finder,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/exercise-swap-finder,"index, follow",,yes,Exercise Swap Finder: Replace an Exercise Without Losing the Stimulus | Jacked,"Find smart exercise alternatives based on target muscle, equipment, fatigue, and training goal.",1,Exercise Swap Finder,567,tool,SoftwareApplication|Organization|WebSite,yes,11,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/weekly-volume-checker,sitemap|internal:https://jacked.coach/|internal:https://jacked.coach/gym-workout-planner|internal:https://jacked.coach/tools|internal:https://jacked.coach/tools/deload-calculator|internal:https://jacked.coach/tools/exercise-swap-finder,200,,,https://jacked.coach/tools/weekly-volume-checker,"index, follow",,yes,Weekly Training Volume Checker for Hypertrophy | Jacked,"Check your weekly hard sets by muscle group and see whether your training volume looks low, productive, or hard to recover from.",1,Weekly Training Volume Checker,590,tool,SoftwareApplication|Organization|WebSite,yes,217,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/workout-split-builder,sitemap|internal:https://jacked.coach/gym-workout-planner|internal:https://jacked.coach/tools|internal:https://jacked.coach/tools/exercise-swap-finder|internal:https://jacked.coach/tools/weekly-volume-checker,200,,,https://jacked.coach/tools/workout-split-builder,"index, follow",,yes,Workout Split Builder for Strength and Hypertrophy | Jacked,"Build a practical workout split from your training days, goal, equipment, and session length.",1,Workout Split Builder,845,tool,SoftwareApplication|Organization|WebSite,yes,70,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/strong-csv-import-checker,sitemap|internal:https://jacked.coach/tools|internal:https://jacked.coach/strong-alternative,200,,,https://jacked.coach/tools/strong-csv-import-checker,"index, follow",,yes,Strong CSV Import Checker: Preview Your Workout History Before Importing | Jacked,Check a Strong workout CSV locally in your browser before moving your training history into Jacked.,1,Strong CSV Import Checker,526,tool,SoftwareApplication|Organization|WebSite,yes,20,17,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/fitnotes-csv-import-checker,sitemap|internal:https://jacked.coach/fitnotes-alternative|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/fitnotes-csv-import-checker,"index, follow",,yes,FitNotes CSV Import Checker: Check Your Workout Export | Jacked,"Check a FitNotes workout CSV locally in your browser for required dates, exercises, strength rows, cardio rows, and likely import blockers.",1,FitNotes CSV Import Checker,557,tool,SoftwareApplication|Organization|WebSite,yes,9,17,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/hevy-import-checker,sitemap|internal:https://jacked.coach/tools|internal:https://jacked.coach/tools/strong-csv-import-checker|internal:https://jacked.coach/tools/fitnotes-csv-import-checker,200,,,https://jacked.coach/tools/hevy-import-checker,"index, follow",,yes,Hevy Import Checker: Preview Your Workout History Before Importing | Jacked,"Preview your Hevy workout export locally in your browser and see how many workouts, sets, exercises, and measurements can be imported into Jacked.",1,Hevy Import Checker,484,tool,SoftwareApplication|Organization|WebSite,yes,13,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/backoff-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/backoff-set-calculator,"index, follow",,yes,Backoff Set Calculator: Plan Volume After a Top Set | Jacked,"Use your top set, RIR, goal, fatigue, and readiness to calculate backoff set weights and reps.",1,Backoff Set Calculator,525,tool,SoftwareApplication|Organization|WebSite,yes,4,17,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/rest-time-calculator,sitemap|internal:https://jacked.coach/tools|internal:https://jacked.coach/tools/backoff-set-calculator,200,,,https://jacked.coach/tools/rest-time-calculator,"index, follow",,yes,Rest Time Calculator: How Long to Rest Between Sets | Jacked,"Calculate a practical rest time from exercise type, goal, reps, RIR, set difficulty, and your next-set priority.",1,Rest Time Calculator,537,tool,SoftwareApplication|Organization|WebSite,yes,14,17,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/workout-csv-validator,sitemap|internal:https://jacked.coach/tools|internal:https://jacked.coach/tools/strong-csv-import-checker|internal:https://jacked.coach/tools/fitnotes-csv-import-checker,200,,,https://jacked.coach/tools/workout-csv-validator,"index, follow",,yes,Workout CSV Validator for Lifting Apps | Jacked,"Validate workout CSV headers, missing values, mixed units, and likely import blockers before switching lifting apps.",1,Workout CSV Validator,497,tool,SoftwareApplication|Organization|WebSite,yes,11,17,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/squat-next-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/squat-next-set-calculator,"index, follow",,yes,Squat Next Set Calculator | Jacked,"Enter your last squat set and get a practical next target based on reps, RIR, and your target rep range.",1,Squat Next Set Calculator,548,tool,SoftwareApplication|Organization|WebSite,yes,4,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/overhead-press-next-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/overhead-press-next-set-calculator,"index, follow",,yes,Overhead Press Next Set Calculator | Jacked,"Enter your last overhead press set and get a practical next target based on reps, RIR, and your target rep range.",1,Overhead Press Next Set Calculator,557,tool,SoftwareApplication|Organization|WebSite,yes,4,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/deadlift-next-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/deadlift-next-set-calculator,"index, follow",,yes,Deadlift Next Set Calculator | Jacked,"Enter your last deadlift set and get a practical next target based on reps, RIR, and your target rep range.",1,Deadlift Next Set Calculator,543,tool,SoftwareApplication|Organization|WebSite,yes,4,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/bench-press-next-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/bench-press-next-set-calculator,"index, follow",,yes,Bench Press Next Set Calculator | Jacked,"Enter your last bench press set and get a practical next target based on reps, RIR, and your target rep range.",1,Bench Press Next Set Calculator,560,tool,SoftwareApplication|Organization|WebSite,yes,4,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/leg-press-next-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/leg-press-next-set-calculator,"index, follow",,yes,Leg Press Next Set Calculator | Jacked,"Enter your last leg press set and get a practical next target based on reps, RIR, and your target rep range.",1,Leg Press Next Set Calculator,549,tool,SoftwareApplication|Organization|WebSite,yes,3,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/incline-dumbbell-press-next-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/incline-dumbbell-press-next-set-calculator,"index, follow",,yes,Incline Dumbbell Press Next Set Calculator | Jacked,"Enter your last incline dumbbell press set and get a practical next target based on reps, RIR, and your target rep range.",1,Incline Dumbbell Press Next Set Calculator,571,tool,SoftwareApplication|Organization|WebSite,yes,1,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/bench-press-warm-up-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/bench-press-warm-up-calculator,"index, follow",,yes,Bench Press Warm-Up Calculator | Jacked,"Generate bench press warm-up sets from your target working weight, reps, and recent heavy exposure.",1,Bench Press Warm-Up Calculator,502,tool,SoftwareApplication|Organization|WebSite,yes,2,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/romanian-deadlift-next-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/romanian-deadlift-next-set-calculator,"index, follow",,yes,Romanian Deadlift Next Set Calculator | Jacked,"Enter your last romanian deadlift set and get a practical next target based on reps, RIR, and your target rep range.",1,Romanian Deadlift Next Set Calculator,553,tool,SoftwareApplication|Organization|WebSite,yes,3,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/barbell-row-next-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/barbell-row-next-set-calculator,"index, follow",,yes,Barbell Row Next Set Calculator | Jacked,"Enter your last barbell row set and get a practical next target based on reps, RIR, and your target rep range.",1,Barbell Row Next Set Calculator,561,tool,SoftwareApplication|Organization|WebSite,yes,3,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/squat-warm-up-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/squat-warm-up-calculator,"index, follow",,yes,Squat Warm-Up Calculator | Jacked,"Generate squat warm-up sets from your target working weight, reps, and recent heavy exposure.",1,Squat Warm-Up Calculator,492,tool,SoftwareApplication|Organization|WebSite,yes,2,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/lat-pulldown-next-set-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/lat-pulldown-next-set-calculator,"index, follow",,yes,Lat Pulldown Next Set Calculator | Jacked,"Enter your last lat pulldown set and get a practical next target based on reps, RIR, and your target rep range.",1,Lat Pulldown Next Set Calculator,547,tool,SoftwareApplication|Organization|WebSite,yes,3,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/deadlift-warm-up-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/deadlift-warm-up-calculator,"index, follow",,yes,Deadlift Warm-Up Calculator | Jacked,"Generate deadlift warm-up sets from your target working weight, reps, and recent heavy exposure.",1,Deadlift Warm-Up Calculator,489,tool,SoftwareApplication|Organization|WebSite,yes,2,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/overhead-press-warm-up-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/overhead-press-warm-up-calculator,"index, follow",,yes,Overhead Press Warm-Up Calculator | Jacked,"Generate overhead press warm-up sets from your target working weight, reps, and recent heavy exposure.",1,Overhead Press Warm-Up Calculator,495,tool,SoftwareApplication|Organization|WebSite,yes,2,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/bench-press-1rm-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/bench-press-1rm-calculator,"index, follow",,yes,Bench Press 1RM Calculator | Jacked,"Estimate your bench press one-rep max from weight, reps, and optional RIR, then get a useful training target.",1,Bench Press 1RM Calculator,505,tool,SoftwareApplication|Organization|WebSite,yes,2,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/squat-1rm-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/squat-1rm-calculator,"index, follow",,yes,Squat 1RM Calculator | Jacked,"Estimate your squat one-rep max from weight, reps, and optional RIR, then get a useful training target.",1,Squat 1RM Calculator,492,tool,SoftwareApplication|Organization|WebSite,yes,2,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/deadlift-1rm-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/deadlift-1rm-calculator,"index, follow",,yes,Deadlift 1RM Calculator | Jacked,"Estimate your deadlift one-rep max from weight, reps, and optional RIR, then get a useful training target.",1,Deadlift 1RM Calculator,490,tool,SoftwareApplication|Organization|WebSite,yes,2,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/overhead-press-1rm-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/overhead-press-1rm-calculator,"index, follow",,yes,Overhead Press 1RM Calculator | Jacked,"Estimate your overhead press one-rep max from weight, reps, and optional RIR, then get a useful training target.",1,Overhead Press 1RM Calculator,503,tool,SoftwareApplication|Organization|WebSite,yes,2,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/lat-pulldown-1rm-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/lat-pulldown-1rm-calculator,"index, follow",,yes,Lat Pulldown 1RM Calculator | Jacked,"Estimate your lat pulldown one-rep max from weight, reps, and optional RIR, then get a useful training target.",1,Lat Pulldown 1RM Calculator,495,tool,SoftwareApplication|Organization|WebSite,yes,2,15,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/leg-press-1rm-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/leg-press-1rm-calculator,"index, follow",,yes,Leg Press 1RM Calculator | Jacked,"Estimate your leg press one-rep max from weight, reps, and optional RIR, then get a useful training target.",1,Leg Press 1RM Calculator,487,tool,SoftwareApplication|Organization|WebSite,yes,2,15,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/bench-press-strength-level-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/bench-press-strength-level-calculator,"index, follow",,yes,Bench Press Strength Level Calculator: Compare by Bodyweight | Jacked,"Compare your bench press strength level by bodyweight from weight, reps, and RIR, then see the next benchmark to chase.",1,Bench Press Strength Level Calculator,604,tool,SoftwareApplication|Organization|WebSite,yes,1,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/romanian-deadlift-1rm-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/romanian-deadlift-1rm-calculator,"index, follow",,yes,Romanian Deadlift 1RM Calculator | Jacked,"Estimate your romanian deadlift one-rep max from weight, reps, and optional RIR, then get a useful training target.",1,Romanian Deadlift 1RM Calculator,495,tool,SoftwareApplication|Organization|WebSite,yes,2,15,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/barbell-row-1rm-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/barbell-row-1rm-calculator,"index, follow",,yes,Barbell Row 1RM Calculator | Jacked,"Estimate your barbell row one-rep max from weight, reps, and optional RIR, then get a useful training target.",1,Barbell Row 1RM Calculator,499,tool,SoftwareApplication|Organization|WebSite,yes,2,15,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/deadlift-strength-level-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/deadlift-strength-level-calculator,"index, follow",,yes,Deadlift Strength Level Calculator: Compare by Bodyweight | Jacked,"Compare your deadlift strength level by bodyweight from weight, reps, and RIR, then see the next benchmark to chase.",1,Deadlift Strength Level Calculator,589,tool,SoftwareApplication|Organization|WebSite,yes,1,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/squat-strength-level-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/squat-strength-level-calculator,"index, follow",,yes,Squat Strength Level Calculator: Compare by Bodyweight | Jacked,"Compare your squat strength level by bodyweight from weight, reps, and RIR, then see the next benchmark to chase.",1,Squat Strength Level Calculator,587,tool,SoftwareApplication|Organization|WebSite,yes,1,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/leg-press-strength-level-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/leg-press-strength-level-calculator,"index, follow",,yes,Leg Press Strength Level Calculator: Compare by Bodyweight | Jacked,"Compare your leg press strength level by bodyweight from weight, reps, and RIR, then see the next benchmark to chase.",1,Leg Press Strength Level Calculator,594,tool,SoftwareApplication|Organization|WebSite,yes,1,16,0,0,indexable,Keep,,audited,
https://jacked.coach/tools/overhead-press-strength-level-calculator,sitemap|internal:https://jacked.coach/tools,200,,,https://jacked.coach/tools/overhead-press-strength-level-calculator,"index, follow",,yes,Overhead Press Strength Level Calculator: Compare by Bodyweight | Jacked,"Compare your overhead press strength level by bodyweight from weight, reps, and RIR, then see the next benchmark to chase.",1,Overhead Press Strength Level Calculator,603,tool,SoftwareApplication|Organization|WebSite,yes,1,16,0,0,indexable,Keep,,audited,
